,year,stage,stage_type,profile_icon,gc_leader,gc_stage_time_str,power,stage_grade
800,2022,Peyragudes,RR,p5,VINGEGAARD Jonas,3:25:51,423.6598853474285,0.0259367771781033
801,2022,Hautacam,RR,p5,VINGEGAARD Jonas,3:59:50,409.3275047641777,0.0281843575418994
802,2022,Cahors,RR,p3,VINGEGAARD Jonas,3:52:05,342.5196135951151,0.0069888475836431
803,2022,Rocamadour,ITT,p3,VINGEGAARD Jonas,0:48:18,394.8222772581586,0.0106633906633906
804,2022,Paris (Champs-Élysées),RR,p1,VINGEGAARD Jonas,2:59:23,271.4911157682912,0.0064705882352941
805,2023,Bilbao,RR,p3,YATES Adam,4:22:49,248.27783910756895,0.0176978021978021
806,2023,San Sébastián,RR,p2,YATES Adam,4:46:39,272.9999452728968,0.0141168022977501
807,2023,Bayonne,RR,p2,YATES Adam,4:43:15,228.7336818337955,0.0137829457364341
808,2023,Nogaro,RR,p1,YATES Adam,4:25:28,328.17934690999067,0.0078492849284928
809,2023,Laruns,RR,p4,HINDLEY Jai,3:57:07,402.4199404989888,0.0224462200368776
810,2023,Cauterets-Cambasque,RR,p5,VINGEGAARD Jonas,3:54:51,418.46078787905856,0.0268737060041407
811,2023,Bordeaux,RR,p1,VINGEGAARD Jonas,3:46:28,394.4325054293272,0.0047557386698057
812,2023,Limoges,RR,p2,VINGEGAARD Jonas,4:12:26,333.160441538402,0.0099451918285999
813,2023,Puy de Dôme,RR,p5,VINGEGAARD Jonas,4:28:08,403.8427124288767,0.0188651315789473
814,2023,Issoire,RR,p2,VINGEGAARD Jonas,3:55:27,270.09975846532785,0.0188456937799043
815,2023,Moulins,RR,p2,VINGEGAARD Jonas,4:01:14,277.70639096228024,0.0104461795872838
816,2023,Belleville-en-Beaujolais,RR,p2,VINGEGAARD Jonas,3:55:56,274.27252144578927,0.0184834123222748
817,2023,Grand Colombier,RR,p5,VINGEGAARD Jonas,3:18:27,404.5150601451726,0.017510885341074
818,2023,Morzine les Portes du Soleil,RR,p4,VINGEGAARD Jonas,3:58:50,403.3398021674004,0.0282015810276679
819,2023,Saint-Gervais Mont-Blanc,RR,p5,VINGEGAARD Jonas,4:46:49,407.5942060850276,0.0250446927374301
820,2023,Combloux,ITT,p5,VINGEGAARD Jonas,0:32:36,520.8045080287109,0.0283928571428571
821,2023,Courchevel,RR,p4,VINGEGAARD Jonas,4:51:00,373.0859787649242,0.0325829812914906
822,2023,Bourg-en-Bresse,RR,p1,VINGEGAARD Jonas,4:06:48,408.272072448542,0.0065765278528934
823,2023,Poligny,RR,p2,VINGEGAARD Jonas,3:44:45,307.4314162788779,0.0111921296296296
824,2023,Le Markstein,RR,p4,VINGEGAARD Jonas,3:27:18,391.7142301175096,0.026
825,2023,Paris,RR,p1,VINGEGAARD Jonas,2:56:13,270.6754915671137,0.00501303214596
